Year_Location,Year,LocationAbbr,LocationDesc,Data_Value,Age,State_Tax
2005NV,2005,NV,Nevada,13.3,65 Years and Older,0.8
2005NV,2005,NV,Nevada,22.1,18 to 24 Years,0.8
2005NV,2005,NV,Nevada,24.8,25 to 44 Years,0.8
2010NV,2010,NV,Nevada,23.8,25 to 44 Years,0.8
2010NV,2010,NV,Nevada,22.5,45 to 64 Years,0.8
2010NV,2010,NV,Nevada,19.4,18 to 24 Years,0.8
2010NV,2010,NV,Nevada,14.6,65 Years and Older,0.8
2007NV,2007,NV,Nevada,18,65 Years and Older,0.8
2004NV,2004,NV,Nevada,25.5,18 to 24 Years,0.8
2004NV,2004,NV,Nevada,24.8,25 to 44 Years,0.8
2004NV,2004,NV,Nevada,24.4,45 to 64 Years,0.8
2004NV,2004,NV,Nevada,14.5,65 Years and Older,0.8
2009NV,2009,NV,Nevada,23.3,45 to 64 Years,0.8
2009NV,2009,NV,Nevada,23.2,18 to 24 Years,0.8
2009NV,2009,NV,Nevada,23.1,25 to 44 Years,0.8
2009NV,2009,NV,Nevada,16.2,65 Years and Older,0.8
2007NV,2007,NV,Nevada,21.3,18 to 24 Years,0.8
2007NV,2007,NV,Nevada,20.7,25 to 44 Years,0.8
2007NV,2007,NV,Nevada,24.3,45 to 64 Years,0.8
2008NV,2008,NV,Nevada,23.9,45 to 64 Years,0.8
2008NV,2008,NV,Nevada,23.4,25 to 44 Years,0.8
2008NV,2008,NV,Nevada,22.3,18 to 24 Years,0.8
2008NV,2008,NV,Nevada,15.9,65 Years and Older,0.8
1996NV,1996,NV,Nevada,24.8,65 Years and Older,0.35
1996NV,1996,NV,Nevada,28.1,25 to 44 Years,0.35
1996NV,1996,NV,Nevada,32.4,45 to 64 Years,0.35
1996NV,1996,NV,Nevada,22.2,18 to 24 Years,0.35
1998NH,1998,NH,New Hampshire,26.4,25 to 44 Years,0.37
1998NH,1998,NH,New Hampshire,21.2,45 to 64 Years,0.37
1998NH,1998,NH,New Hampshire,14,65 Years and Older,0.37
1996NH,1996,NH,New Hampshire,10,65 Years and Older,0.25
2005NH,2005,NH,New Hampshire,24.4,25 to 44 Years,0.8
2005NH,2005,NH,New Hampshire,18.8,45 to 64 Years,0.8
2005NH,2005,NH,New Hampshire,31.8,18 to 24 Years,0.8
2005NH,2005,NH,New Hampshire,7.7,65 Years and Older,0.8
2007NH,2007,NH,New Hampshire,18.7,45 to 64 Years,0.94
2007NH,2007,NH,New Hampshire,23.2,18 to 24 Years,0.94
2007NH,2007,NH,New Hampshire,23.9,25 to 44 Years,0.94
2007NH,2007,NH,New Hampshire,8.5,65 Years and Older,0.94
2010NH,2010,NH,New Hampshire,7.8,65 Years and Older,1.78
2010NH,2010,NH,New Hampshire,21.6,25 to 44 Years,1.78
2010NH,2010,NH,New Hampshire,19.9,18 to 24 Years,1.78
2010NH,2010,NH,New Hampshire,16,45 to 64 Years,1.78
2001NH,2001,NH,New Hampshire,11.2,65 Years and Older,0.52
2008NH,2008,NH,New Hampshire,16.9,45 to 64 Years,1.1425
2008NH,2008,NH,New Hampshire,20.6,25 to 44 Years,1.1425
2008NH,2008,NH,New Hampshire,21.2,18 to 24 Years,1.1425
2008NH,2008,NH,New Hampshire,7,65 Years and Older,1.1425
2004NH,2004,NH,New Hampshire,19,45 to 64 Years,0.52
2004NH,2004,NH,New Hampshire,25.2,25 to 44 Years,0.52
2004NH,2004,NH,New Hampshire,34.9,18 to 24 Years,0.52
2004NH,2004,NH,New Hampshire,9.3,65 Years and Older,0.52
1999NH,1999,NH,New Hampshire,9.7,65 Years and Older,0.52
1999NH,1999,NH,New Hampshire,39.4,18 to 24 Years,0.52
1999NH,1999,NH,New Hampshire,23.5,25 to 44 Years,0.52
1999NH,1999,NH,New Hampshire,20.7,45 to 64 Years,0.52
2001NH,2001,NH,New Hampshire,19.2,45 to 64 Years,0.52
2001NH,2001,NH,New Hampshire,29.7,25 to 44 Years,0.52
2001NH,2001,NH,New Hampshire,34.7,18 to 24 Years,0.52
1997NH,1997,NH,New Hampshire,24.5,45 to 64 Years,0.37
2000NH,2000,NH,New Hampshire,38.9,18 to 24 Years,0.52
2000NH,2000,NH,New Hampshire,29.3,25 to 44 Years,0.52
2000NH,2000,NH,New Hampshire,20.6,45 to 64 Years,0.52
2000NH,2000,NH,New Hampshire,13.4,65 Years and Older,0.52
1996NH,1996,NH,New Hampshire,42.1,18 to 24 Years,0.25
1996NH,1996,NH,New Hampshire,25.5,25 to 44 Years,0.25
1996NH,1996,NH,New Hampshire,25.1,45 to 64 Years,0.25
1997NH,1997,NH,New Hampshire,10.3,65 Years and Older,0.37
1997NH,1997,NH,New Hampshire,27.6,25 to 44 Years,0.37
2002NH,2002,NH,New Hampshire,23.2,45 to 64 Years,0.52
2002NH,2002,NH,New Hampshire,25.8,25 to 44 Years,0.52
2002NH,2002,NH,New Hampshire,33.5,18 to 24 Years,0.52
2002NH,2002,NH,New Hampshire,9.4,65 Years and Older,0.52
1997NH,1997,NH,New Hampshire,34.4,18 to 24 Years,0.37
2003NH,2003,NH,New Hampshire,19.4,45 to 64 Years,0.52
2003NH,2003,NH,New Hampshire,24,25 to 44 Years,0.52
2003NH,2003,NH,New Hampshire,33.4,18 to 24 Years,0.52
2003NH,2003,NH,New Hampshire,9.7,65 Years and Older,0.52
2009NH,2009,NH,New Hampshire,14.9,45 to 64 Years,1.555
2009NH,2009,NH,New Hampshire,18.2,25 to 44 Years,1.555
2009NH,2009,NH,New Hampshire,25.8,18 to 24 Years,1.555
2009NH,2009,NH,New Hampshire,6.8,65 Years and Older,1.555
2006NH,2006,NH,New Hampshire,28.5,18 to 24 Years,0.8
2006NH,2006,NH,New Hampshire,9,65 Years and Older,0.8
2006NH,2006,NH,New Hampshire,21.7,25 to 44 Years,0.8
2006NH,2006,NH,New Hampshire,17.3,45 to 64 Years,0.8
1998NH,1998,NH,New Hampshire,29.8,18 to 24 Years,0.37
2004NJ,2004,NJ,New Jersey,24,18 to 24 Years,2.4
2004NJ,2004,NJ,New Jersey,22.1,25 to 44 Years,2.4
2004NJ,2004,NJ,New Jersey,18.6,45 to 64 Years,2.4
2009NJ,2009,NJ,New Jersey,15.8,45 to 64 Years,2.6375
2009NJ,2009,NJ,New Jersey,17.5,18 to 24 Years,2.6375
2009NJ,2009,NJ,New Jersey,19.2,25 to 44 Years,2.6375
2009NJ,2009,NJ,New Jersey,8.4,65 Years and Older,2.6375
2003NJ,2003,NJ,New Jersey,10.1,65 Years and Older,2.05
2003NJ,2003,NJ,New Jersey,19.4,45 to 64 Years,2.05
2003NJ,2003,NJ,New Jersey,22.6,25 to 44 Years,2.05
1998NJ,1998,NJ,New Jersey,21,25 to 44 Years,0.8
1998NJ,1998,NJ,New Jersey,21.9,18 to 24 Years,0.8
1998NJ,1998,NJ,New Jersey,22.9,45 to 64 Years,0.8
1998NJ,1998,NJ,New Jersey,7.8,65 Years and Older,0.8
2000NJ,2000,NJ,New Jersey,22.2,45 to 64 Years,0.8
2003NJ,2003,NJ,New Jersey,24,18 to 24 Years,2.05
1999NJ,1999,NJ,New Jersey,8.5,65 Years and Older,0.8
1999NJ,1999,NJ,New Jersey,27.6,18 to 24 Years,0.8
1999NJ,1999,NJ,New Jersey,23.9,25 to 44 Years,0.8
1999NJ,1999,NJ,New Jersey,21.3,45 to 64 Years,0.8
1997NJ,1997,NJ,New Jersey,22.3,45 to 64 Years,0.4
1997NJ,1997,NJ,New Jersey,24.4,25 to 44 Years,0.4
1997NJ,1997,NJ,New Jersey,29.3,18 to 24 Years,0.4
1997NJ,1997,NJ,New Jersey,9.2,65 Years and Older,0.4
2000NJ,2000,NJ,New Jersey,10.6,65 Years and Older,0.8
2000NJ,2000,NJ,New Jersey,22.8,18 to 24 Years,0.8
2000NJ,2000,NJ,New Jersey,24.3,25 to 44 Years,0.8
2005NJ,2005,NJ,New Jersey,17.9,45 to 64 Years,2.4
2005NJ,2005,NJ,New Jersey,20.6,25 to 44 Years,2.4
2005NJ,2005,NJ,New Jersey,25.7,18 to 24 Years,2.4
2005NJ,2005,NJ,New Jersey,8.5,65 Years and Older,2.4
1996NJ,1996,NJ,New Jersey,11.5,65 Years and Older,0.4
2007NJ,2007,NJ,New Jersey,9,65 Years and Older,2.575
2007NJ,2007,NJ,New Jersey,20.4,25 to 44 Years,2.575
2007NJ,2007,NJ,New Jersey,19.3,18 to 24 Years,2.575
2007NJ,2007,NJ,New Jersey,17.3,45 to 64 Years,2.575
2002NJ,2002,NJ,New Jersey,9.5,65 Years and Older,1.5
2002NJ,2002,NJ,New Jersey,23.6,18 to 24 Years,1.5
2002NJ,2002,NJ,New Jersey,21.2,25 to 44 Years,1.5
2002NJ,2002,NJ,New Jersey,20.1,45 to 64 Years,1.5
2010NJ,2010,NJ,New Jersey,8,65 Years and Older,2.7
2010NJ,2010,NJ,New Jersey,16.3,25 to 44 Years,2.7
2010NJ,2010,NJ,New Jersey,16,18 to 24 Years,2.7
2010NJ,2010,NJ,New Jersey,15.5,45 to 64 Years,2.7
2001NJ,2001,NJ,New Jersey,25.5,18 to 24 Years,0.8
2001NJ,2001,NJ,New Jersey,25.2,25 to 44 Years,0.8
2001NJ,2001,NJ,New Jersey,21.2,45 to 64 Years,0.8
1996NJ,1996,NJ,New Jersey,20.9,45 to 64 Years,0.4
1996NJ,1996,NJ,New Jersey,27.4,25 to 44 Years,0.4
1996NJ,1996,NJ,New Jersey,29.6,18 to 24 Years,0.4
2006NJ,2006,NJ,New Jersey,7.9,65 Years and Older,2.4875
2006NJ,2006,NJ,New Jersey,24.3,18 to 24 Years,2.4875
2006NJ,2006,NJ,New Jersey,20.3,25 to 44 Years,2.4875
2006NJ,2006,NJ,New Jersey,19,45 to 64 Years,2.4875
2001NJ,2001,NJ,New Jersey,10.8,65 Years and Older,0.8
2008NJ,2008,NJ,New Jersey,16.2,18 to 24 Years,2.575
2008NJ,2008,NJ,New Jersey,16.3,25 to 44 Years,2.575
2008NJ,2008,NJ,New Jersey,16.6,45 to 64 Years,2.575
2008NJ,2008,NJ,New Jersey,7.5,65 Years and Older,2.575
2004NJ,2004,NJ,New Jersey,9.3,65 Years and Older,2.4
1997NM,1997,NM,New Mexico,20.1,45 to 64 Years,0.21
1997NM,1997,NM,New Mexico,11.8,65 Years and Older,0.21
2003NM,2003,NM,New Mexico,22.5,45 to 64 Years,0.91
2003NM,2003,NM,New Mexico,25.2,25 to 44 Years,0.91
2003NM,2003,NM,New Mexico,25.8,18 to 24 Years,0.91
2003NM,2003,NM,New Mexico,10.4,65 Years and Older,0.91
2008NM,2008,NM,New Mexico,9.6,65 Years and Older,0.91
2008NM,2008,NM,New Mexico,22.6,18 to 24 Years,0.91
2008NM,2008,NM,New Mexico,22.2,25 to 44 Years,0.91
2008NM,2008,NM,New Mexico,20,45 to 64 Years,0.91
2002NM,2002,NM,New Mexico,28.2,18 to 24 Years,0.21
2002NM,2002,NM,New Mexico,22.1,25 to 44 Years,0.21
2002NM,2002,NM,New Mexico,22.1,45 to 64 Years,0.21
2002NM,2002,NM,New Mexico,11.4,65 Years and Older,0.21
1999NM,1999,NM,New Mexico,25.8,25 to 44 Years,0.21
1999NM,1999,NM,New Mexico,24.1,18 to 24 Years,0.21
1999NM,1999,NM,New Mexico,22.8,45 to 64 Years,0.21
1999NM,1999,NM,New Mexico,12,65 Years and Older,0.21
2010NM,2010,NM,New Mexico,18.1,45 to 64 Years,1.285
2010NM,2010,NM,New Mexico,20.6,25 to 44 Years,1.285
2004NM,2004,NM,New Mexico,20.2,45 to 64 Years,0.91
2004NM,2004,NM,New Mexico,23.6,25 to 44 Years,0.91
2004NM,2004,NM,New Mexico,23.8,18 to 24 Years,0.91
2004NM,2004,NM,New Mexico,10.2,65 Years and Older,0.91
2010NM,2010,NM,New Mexico,26.3,18 to 24 Years,1.285
2010NM,2010,NM,New Mexico,9.6,65 Years and Older,1.285
2009NM,2009,NM,New Mexico,17.5,25 to 44 Years,0.91
2009NM,2009,NM,New Mexico,9.3,65 Years and Older,0.91
2009NM,2009,NM,New Mexico,24.9,18 to 24 Years,0.91
2009NM,2009,NM,New Mexico,20.1,45 to 64 Years,0.91
2001NM,2001,NM,New Mexico,29.4,18 to 24 Years,0.21
2001NM,2001,NM,New Mexico,27.2,25 to 44 Years,0.21
2001NM,2001,NM,New Mexico,24,45 to 64 Years,0.21
2001NM,2001,NM,New Mexico,10.9,65 Years and Older,0.21
2005NM,2005,NM,New Mexico,27,18 to 24 Years,0.91
2005NM,2005,NM,New Mexico,23,25 to 44 Years,0.91
2005NM,2005,NM,New Mexico,10.6,65 Years and Older,0.91
2005NM,2005,NM,New Mexico,23,45 to 64 Years,0.91
1996NM,1996,NM,New Mexico,26.9,25 to 44 Years,0.21
1996NM,1996,NM,New Mexico,25.9,18 to 24 Years,0.21
1996NM,1996,NM,New Mexico,21.2,45 to 64 Years,0.21
1996NM,1996,NM,New Mexico,12.4,65 Years and Older,0.21
2006NM,2006,NM,New Mexico,10.5,65 Years and Older,0.91
2006NM,2006,NM,New Mexico,25.2,18 to 24 Years,0.91
2006NM,2006,NM,New Mexico,21.8,25 to 44 Years,0.91
2006NM,2006,NM,New Mexico,21.1,45 to 64 Years,0.91
1998NM,1998,NM,New Mexico,12.1,65 Years and Older,0.21
1998NM,1998,NM,New Mexico,24.2,25 to 44 Years,0.21
1998NM,1998,NM,New Mexico,24.7,18 to 24 Years,0.21
1998NM,1998,NM,New Mexico,25.3,45 to 64 Years,0.21
2000NM,2000,NM,New Mexico,12.2,65 Years and Older,0.21
2000NM,2000,NM,New Mexico,23.5,45 to 64 Years,0.21
2000NM,2000,NM,New Mexico,26.6,25 to 44 Years,0.21
2000NM,2000,NM,New Mexico,28.2,18 to 24 Years,0.21
2007NM,2007,NM,New Mexico,11.5,65 Years and Older,0.91
2007NM,2007,NM,New Mexico,22.3,45 to 64 Years,0.91
2007NM,2007,NM,New Mexico,22.5,25 to 44 Years,0.91
2007NM,2007,NM,New Mexico,23.6,18 to 24 Years,0.91
1997NM,1997,NM,New Mexico,27.1,25 to 44 Years,0.21
1997NM,1997,NM,New Mexico,22.9,18 to 24 Years,0.21
2000NY,2000,NY,New York,17.5,45 to 64 Years,1.11
2006NY,2006,NY,New York,21.8,25 to 44 Years,0
2006NY,2006,NY,New York,22.5,18 to 24 Years,0
2006NY,2006,NY,New York,9.1,65 Years and Older,0
2010NY,2010,NY,New York,7.5,65 Years and Older,3.55
2010NY,2010,NY,New York,18,25 to 44 Years,3.55
2010NY,2010,NY,New York,16.9,45 to 64 Years,3.55
1999NY,1999,NY,New York,20.1,45 to 64 Years,0
1999NY,1999,NY,New York,27,25 to 44 Years,0
1999NY,1999,NY,New York,30.3,18 to 24 Years,0
1999NY,1999,NY,New York,8.5,65 Years and Older,0
2000NY,2000,NY,New York,27,25 to 44 Years,1.11
2000NY,2000,NY,New York,33,18 to 24 Years,1.11
2000NY,2000,NY,New York,9.4,65 Years and Older,1.11
2010NY,2010,NY,New York,15.4,18 to 24 Years,3.55
1997NY,1997,NY,New York,28.8,25 to 44 Years,0
1997NY,1997,NY,New York,25.4,18 to 24 Years,0
1997NY,1997,NY,New York,21.3,45 to 64 Years,0
1997NY,1997,NY,New York,11.9,65 Years and Older,0
2003NY,2003,NY,New York,8.4,65 Years and Older,0
2005NY,2005,NY,New York,21.4,45 to 64 Years,0
2005NY,2005,NY,New York,23,25 to 44 Years,0
2005NY,2005,NY,New York,26.6,18 to 24 Years,0
2005NY,2005,NY,New York,8.8,65 Years and Older,0
2001NY,2001,NY,New York,10.8,65 Years and Older,0
2008NY,2008,NY,New York,18.3,18 to 24 Years,2.4375
2008NY,2008,NY,New York,7.9,65 Years and Older,2.4375
2008NY,2008,NY,New York,18.1,25 to 44 Years,2.4375
2001NY,2001,NY,New York,22,45 to 64 Years,0
2009NY,2009,NY,New York,20.6,25 to 44 Years,2.75
2009NY,2009,NY,New York,23.1,18 to 24 Years,2.75
2009NY,2009,NY,New York,8,65 Years and Older,2.75
2009NY,2009,NY,New York,18.8,45 to 64 Years,2.75
2003NY,2003,NY,New York,31.5,18 to 24 Years,0
2004NY,2004,NY,New York,10.9,65 Years and Older,0
2004NY,2004,NY,New York,19.5,18 to 24 Years,0
2004NY,2004,NY,New York,19.7,45 to 64 Years,0
2004NY,2004,NY,New York,24.5,25 to 44 Years,0
2001NY,2001,NY,New York,27.4,25 to 44 Years,0
2001NY,2001,NY,New York,33,18 to 24 Years,0
2003NY,2003,NY,New York,24.3,25 to 44 Years,0
2003NY,2003,NY,New York,21.7,45 to 64 Years,0
2008NY,2008,NY,New York,19.6,45 to 64 Years,2.4375
2002NY,2002,NY,New York,29,18 to 24 Years,1.5
2002NY,2002,NY,New York,25.8,25 to 44 Years,1.5
2002NY,2002,NY,New York,21.9,45 to 64 Years,1.5
2002NY,2002,NY,New York,10.7,65 Years and Older,1.5
1998NY,1998,NY,New York,29.2,18 to 24 Years,0
1998NY,1998,NY,New York,28.8,25 to 44 Years,0
1998NY,1998,NY,New York,24.4,45 to 64 Years,0
1998NY,1998,NY,New York,11.1,65 Years and Older,0
2006NY,2006,NY,New York,17.4,45 to 64 Years,0
1996NY,1996,NY,New York,23.7,45 to 64 Years,0
1996NY,1996,NY,New York,10,65 Years and Older,0
1996NY,1996,NY,New York,25.6,18 to 24 Years,0
1996NY,1996,NY,New York,28.1,25 to 44 Years,0
2007NY,2007,NY,New York,9.5,65 Years and Older,0
2007NY,2007,NY,New York,21.1,25 to 44 Years,0
2007NY,2007,NY,New York,20.9,18 to 24 Years,0
2007NY,2007,NY,New York,20.6,45 to 64 Years,0
2009NC,2009,NC,North Carolina,21.4,45 to 64 Years,0.4
2009NC,2009,NC,North Carolina,23.2,25 to 44 Years,0.4
2009NC,2009,NC,North Carolina,24.1,18 to 24 Years,0.4
2009NC,2009,NC,North Carolina,9.4,65 Years and Older,0.4
2008NC,2008,NC,North Carolina,21.9,45 to 64 Years,0.35
2004NC,2004,NC,North Carolina,10.2,65 Years and Older,0.05
2004NC,2004,NC,North Carolina,24,45 to 64 Years,0.05
2004NC,2004,NC,North Carolina,26.2,25 to 44 Years,0.05
2004NC,2004,NC,North Carolina,28.5,18 to 24 Years,0.05
1996NC,1996,NC,North Carolina,25.5,45 to 64 Years,0.05
1996NC,1996,NC,North Carolina,13.8,65 Years and Older,0.05
1996NC,1996,NC,North Carolina,29.5,18 to 24 Years,0.05
1996NC,1996,NC,North Carolina,29.6,25 to 44 Years,0.05
1999NC,1999,NC,North Carolina,31.3,18 to 24 Years,0.05
1999NC,1999,NC,North Carolina,22.5,45 to 64 Years,0.05
1999NC,1999,NC,North Carolina,9,65 Years and Older,0.05
1999NC,1999,NC,North Carolina,32.3,25 to 44 Years,0.05
2006NC,2006,NC,North Carolina,9.9,65 Years and Older,0.325
2006NC,2006,NC,North Carolina,27.8,18 to 24 Years,0.325
2006NC,2006,NC,North Carolina,24.5,25 to 44 Years,0.325
2006NC,2006,NC,North Carolina,23.1,45 to 64 Years,0.325
1997NC,1997,NC,North Carolina,27.8,45 to 64 Years,0.05
2010NC,2010,NC,North Carolina,20.8,45 to 64 Years,0.45
2010NC,2010,NC,North Carolina,20.8,25 to 44 Years,0.45
2010NC,2010,NC,North Carolina,29.1,18 to 24 Years,0.45
2010NC,2010,NC,North Carolina,9.3,65 Years and Older,0.45
1998NC,1998,NC,North Carolina,28.9,25 to 44 Years,0.05
1998NC,1998,NC,North Carolina,27.1,18 to 24 Years,0.05
1998NC,1998,NC,North Carolina,25.6,45 to 64 Years,0.05
1998NC,1998,NC,North Carolina,11.7,65 Years and Older,0.05
1997NC,1997,NC,North Carolina,30.1,25 to 44 Years,0.05
1997NC,1997,NC,North Carolina,27.9,18 to 24 Years,0.05
1997NC,1997,NC,North Carolina,10.9,65 Years and Older,0.05
2002NC,2002,NC,North Carolina,36.7,18 to 24 Years,0.05
2002NC,2002,NC,North Carolina,29.3,25 to 44 Years,0.05
2002NC,2002,NC,North Carolina,24.3,45 to 64 Years,0.05
2002NC,2002,NC,North Carolina,14,65 Years and Older,0.05
2000NC,2000,NC,North Carolina,12.1,65 Years and Older,0.05
2000NC,2000,NC,North Carolina,26,45 to 64 Years,0.05
2000NC,2000,NC,North Carolina,28.1,25 to 44 Years,0.05
2000NC,2000,NC,North Carolina,38.5,18 to 24 Years,0.05
2007NC,2007,NC,North Carolina,25,25 to 44 Years,0.35
2007NC,2007,NC,North Carolina,31.3,18 to 24 Years,0.35
2007NC,2007,NC,North Carolina,9.9,65 Years and Older,0.35
2007NC,2007,NC,North Carolina,23.8,45 to 64 Years,0.35
2003NC,2003,NC,North Carolina,11.2,65 Years and Older,0.05
2003NC,2003,NC,North Carolina,26.4,25 to 44 Years,0.05
2003NC,2003,NC,North Carolina,27.8,18 to 24 Years,0.05
2003NC,2003,NC,North Carolina,28.8,45 to 64 Years,0.05
2005NC,2005,NC,North Carolina,23.2,45 to 64 Years,0.3
2005NC,2005,NC,North Carolina,26,25 to 44 Years,0.3
2005NC,2005,NC,North Carolina,28.2,18 to 24 Years,0.3
2005NC,2005,NC,North Carolina,9.3,65 Years and Older,0.3
2008NC,2008,NC,North Carolina,9.3,65 Years and Older,0.35
2008NC,2008,NC,North Carolina,26.1,18 to 24 Years,0.35
2008NC,2008,NC,North Carolina,23.4,25 to 44 Years,0.35
2001NC,2001,NC,North Carolina,13,65 Years and Older,0.05
2001NC,2001,NC,North Carolina,26.1,45 to 64 Years,0.05
2001NC,2001,NC,North Carolina,29.6,25 to 44 Years,0.05
2001NC,2001,NC,North Carolina,30.8,18 to 24 Years,0.05
1996ND,1996,ND,North Dakota,27.2,25 to 44 Years,0.44
1996ND,1996,ND,North Dakota,26,18 to 24 Years,0.44
1996ND,1996,ND,North Dakota,26,45 to 64 Years,0.44
2010ND,2010,ND,North Dakota,9.2,65 Years and Older,0.44
2010ND,2010,ND,North Dakota,21.3,25 to 44 Years,0.44
2010ND,2010,ND,North Dakota,20.2,18 to 24 Years,0.44
2010ND,2010,ND,North Dakota,17.2,45 to 64 Years,0.44
2008ND,2008,ND,North Dakota,18.8,45 to 64 Years,0.44
2008ND,2008,ND,North Dakota,20.9,25 to 44 Years,0.44
2008ND,2008,ND,North Dakota,23.6,18 to 24 Years,0.44
2008ND,2008,ND,North Dakota,8,65 Years and Older,0.44
1998ND,1998,ND,North Dakota,20.5,18 to 24 Years,0.44
1998ND,1998,ND,North Dakota,21.7,45 to 64 Years,0.44
1998ND,1998,ND,North Dakota,24.1,25 to 44 Years,0.44
1998ND,1998,ND,North Dakota,9.5,65 Years and Older,0.44
2002ND,2002,ND,North Dakota,25.5,25 to 44 Years,0.44
2002ND,2002,ND,North Dakota,8.2,65 Years and Older,0.44
2002ND,2002,ND,North Dakota,23.3,45 to 64 Years,0.44
2002ND,2002,ND,North Dakota,25.4,18 to 24 Years,0.44
2005ND,2005,ND,North Dakota,21.3,45 to 64 Years,0.44
2005ND,2005,ND,North Dakota,22.5,25 to 44 Years,0.44
2005ND,2005,ND,North Dakota,27.5,18 to 24 Years,0.44
2004ND,2004,ND,North Dakota,19.1,45 to 64 Years,0.44
2004ND,2004,ND,North Dakota,23.5,25 to 44 Years,0.44
2004ND,2004,ND,North Dakota,28.9,18 to 24 Years,0.44
2004ND,2004,ND,North Dakota,7.6,65 Years and Older,0.44
2009ND,2009,ND,North Dakota,9.2,65 Years and Older,0.44
2009ND,2009,ND,North Dakota,23.1,25 to 44 Years,0.44
2009ND,2009,ND,North Dakota,19.4,18 to 24 Years,0.44
2009ND,2009,ND,North Dakota,19.2,45 to 64 Years,0.44
2000ND,2000,ND,North Dakota,8.4,65 Years and Older,0.44
2000ND,2000,ND,North Dakota,36.2,18 to 24 Years,0.44
2000ND,2000,ND,North Dakota,27.5,25 to 44 Years,0.44
2000ND,2000,ND,North Dakota,21.3,45 to 64 Years,0.44
2007ND,2007,ND,North Dakota,21.3,45 to 64 Years,0.44
2007ND,2007,ND,North Dakota,23.6,25 to 44 Years,0.44
2007ND,2007,ND,North Dakota,30.3,18 to 24 Years,0.44
2007ND,2007,ND,North Dakota,8.8,65 Years and Older,0.44
2005ND,2005,ND,North Dakota,7.8,65 Years and Older,0.44
2001ND,2001,ND,North Dakota,20.4,45 to 64 Years,0.44
2001ND,2001,ND,North Dakota,26.2,25 to 44 Years,0.44
2001ND,2001,ND,North Dakota,32.9,18 to 24 Years,0.44
2001ND,2001,ND,North Dakota,8.4,65 Years and Older,0.44
2003ND,2003,ND,North Dakota,21.7,18 to 24 Years,0.44
2003ND,2003,ND,North Dakota,19.9,45 to 64 Years,0.44
2003ND,2003,ND,North Dakota,7.4,65 Years and Older,0.44
2003ND,2003,ND,North Dakota,28.3,25 to 44 Years,0.44
1997ND,1997,ND,North Dakota,7.2,65 Years and Older,0.44
1997ND,1997,ND,North Dakota,28.9,25 to 44 Years,0.44
1997ND,1997,ND,North Dakota,24.9,18 to 24 Years,0.44
1999ND,1999,ND,North Dakota,24.5,25 to 44 Years,0.44
1999ND,1999,ND,North Dakota,24.6,45 to 64 Years,0.44
1999ND,1999,ND,North Dakota,6.9,65 Years and Older,0.44
2006ND,2006,ND,North Dakota,18.5,45 to 64 Years,0.44
2006ND,2006,ND,North Dakota,24,25 to 44 Years,0.44
2006ND,2006,ND,North Dakota,25.5,18 to 24 Years,0.44
2006ND,2006,ND,North Dakota,9.1,65 Years and Older,0.44
1997ND,1997,ND,North Dakota,22.3,45 to 64 Years,0.44
1999ND,1999,ND,North Dakota,32.9,18 to 24 Years,0.44
1996ND,1996,ND,North Dakota,10.7,65 Years and Older,0.44
2002OH,2002,OH,Ohio,32.2,25 to 44 Years,0.55
2002OH,2002,OH,Ohio,33.4,18 to 24 Years,0.55
1999OH,1999,OH,Ohio,11.7,65 Years and Older,0.24
1999OH,1999,OH,Ohio,26.6,45 to 64 Years,0.24
2001OH,2001,OH,Ohio,10.1,65 Years and Older,0.24
2001OH,2001,OH,Ohio,37,18 to 24 Years,0.24
1999OH,1999,OH,Ohio,33.1,25 to 44 Years,0.24
1999OH,1999,OH,Ohio,37,18 to 24 Years,0.24
2006OH,2006,OH,Ohio,21.4,45 to 64 Years,1.25
2006OH,2006,OH,Ohio,24.4,18 to 24 Years,1.25
2006OH,2006,OH,Ohio,30.3,25 to 44 Years,1.25
2006OH,2006,OH,Ohio,7.5,65 Years and Older,1.25
2009OH,2009,OH,Ohio,7.7,65 Years and Older,1.25
2009OH,2009,OH,Ohio,24.6,18 to 24 Years,1.25
2009OH,2009,OH,Ohio,24.5,25 to 44 Years,1.25
2009OH,2009,OH,Ohio,21.3,45 to 64 Years,1.25
2001OH,2001,OH,Ohio,27.1,45 to 64 Years,0.24
2005OH,2005,OH,Ohio,9.9,65 Years and Older,1.25
2005OH,2005,OH,Ohio,28.1,18 to 24 Years,1.25
2000OH,2000,OH,Ohio,11.8,65 Years and Older,0.24
2000OH,2000,OH,Ohio,24.6,45 to 64 Years,0.24
2000OH,2000,OH,Ohio,30.7,25 to 44 Years,0.24
2000OH,2000,OH,Ohio,37.9,18 to 24 Years,0.24
2005OH,2005,OH,Ohio,26,25 to 44 Years,1.25
2005OH,2005,OH,Ohio,22.8,45 to 64 Years,1.25
1998OH,1998,OH,Ohio,32.1,25 to 44 Years,0.24
2004OH,2004,OH,Ohio,8.8,65 Years and Older,0.55
2004OH,2004,OH,Ohio,33.4,18 to 24 Years,0.55
1996OH,1996,OH,Ohio,45.8,18 to 24 Years,0.24
1996OH,1996,OH,Ohio,32.3,25 to 44 Years,0.24
1996OH,1996,OH,Ohio,27.6,45 to 64 Years,0.24
1996OH,1996,OH,Ohio,10.1,65 Years and Older,0.24
2004OH,2004,OH,Ohio,31.1,25 to 44 Years,0.55
